"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location,Action Taken
ACC,squadron,inappropriate/offensive,5,email w/insensitive jokes,NIPR,removed
ACC,squadron,inappropriate/offensive,1,photo on slide,SIPR,removed
ACC,squadron,inappropriate/offensive,6,photos on slides,SIPR,removed
ACC,squadron,unprofessional,23,plaque,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,2,magazine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,5,forms filled out with inappropriate language,Workplace Common Area,removed
ACC,squadron,pornography,1,Video,Share Drive,removed
ACC,squadron,inappropriate/offensive,1,language on slide,NIPR,removed
ACC,squadron,inappropriate/offensive,1,language on slide,NIPR,removed
ACC,squadron,inappropriate/offensive,1,video,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,eyeglasses case w/suggestive artwork design,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Fake add,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Fake add,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Fake poster - Inappropriate Language,Squadron Heritage Room,removed
ACC,squadron,inappropriate/offensive,1,Video,NIPR,removed
ACC,squadron,inappropriate/offensive,1,False ad,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,farewell video,NIPR,removed
ACC,squadron,inappropriate/offensive,1,photo,Share drive,removed
ACC,squadron,inappropriate/offensive,13,photos,shared drive,removed
ACC,squadron,inappropriate/offensive,2,photo,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,photo,shared drive,removed
ACC,squadron,inappropriate/offensive,1,photo,NIPR,removed
ACC,squadron,inappropriate/offensive,1,photo,shared drive,removed
ACC,squadron,inappropriate/offensive,12,photos,shared drive,removed
ACC,squadron,pornography,1,video,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,3,magazines,Workplace Common Area,removed
ACC,squadron,unprofessional,10,songs w/inappropriate lyrics,shared drive,removed
ACC,squadron,inappropriate/offensive,1,figurine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,4,filenames,NIPR Shared Drive,removed
ACC,squadron,pornography,1,photo,computer files,removed
ACC,squadron,inappropriate/offensive,2,mag,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,photo,shared drive,removed
ACC,squadron,inappropriate/offensive,1,flag w/inappropriate language,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,video,NIPR,removed
ACC,squadron,inappropriate/offensive,3,movie clips,NIPR,removed
ACC,squadron,inappropriate/offensive,1,foam cut out,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,autographed picture,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,autographed picture,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,2,Framed shirts,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,photo,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,photo,shared drive,removed
ACC,squadron,inappropriate/offensive,1,magazine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,photo (1997 presentation from foreign military),Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Gag gift w/curse word,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,photo,Bathroom,removed
ACC,squadron,inappropriate/offensive,1,photo,shared drive,removed
ACC,squadron,inappropriate/offensive,1,photo (personal),Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,3,Magazine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Going away collage,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,3,going away plaque w/ inappropriate language,Workplace Common Area,removed
ACC,squadron,unprofessional,2,Offensive saying,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Magazine,Male's Bathroom,removed
ACC,squadron,inappropriate/offensive,1,Offensive video game,Flight Common Room,removed
ACC,squadron,inappropriate/offensive,1,Video,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Video,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Video,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Video,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,Video,shared drive,removed
ACC,squadron,inappropriate/offensive,1,Cartoon,SIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,TV clip,SIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,Video,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,Video,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,Photo,NIPR,removed
ACC,squadron,inappropriate/offensive,1,photos; not specifically quantified,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,wall paper,Workplace Common Area,removed
ACC,squadron,pornography,2,hand drawn pictures,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Sign w/graffiti,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Shooting Target w/offensive image,Co-ed restroom urinal,removed
ACC,squadron,inappropriate/offensive,1,Target w/offensive image,Restroom,removed
ACC,squadron,inappropriate/offensive,1,Poster,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Video,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Hat w/offensive image,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Fake photo of heads up display,NIPR,removed
ACC,squadron,inappropriate/offensive,1,display helmet w/inappropriate decoration,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Cartoons,S Drive,removed
ACC,squadron,unprofessional,1,Historic logs with suggestive text; not specifically quantified,Workplace Common Area,removed
ACC,squadron,unprofessional,1,Historical poster,Workplace Common Area,removed
ACC,squadron,unprofessional,1,Historical poster,Workplace Common Area,removed
ACC,squadron,unprofessional,1,historical photo 1960s w/provocative background image,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,holiday party picture,shared drive,removed
ACC,squadron,inappropriate/offensive,1,Calendar,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Shirt w/inappropriate Language,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,13,Photos,Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,Magazine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Fake report,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,2,Inappropriate advertising icon,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Video,shared drive,removed
ACC,squadron,inappropriate/offensive,98,inappropriate audio files,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,114,inappropriate comedy videos,computer files,removed
ACC,squadron,inappropriate/offensive,1425,inappropriate images,NIPR Shared Drive/common ar,removed
ACC,squadron,unprofessional,1,"Inappropriate Language - ""Fine"" book",Workplace Common Area,removed
ACC,squadron,unprofessional,2,inappropriate language on morale patches,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Inappropriate picture/motivational posters; not specifically quantified,computer files,removed
ACC,squadron,inappropriate/offensive,149,inappropriate posters,"Network Control Center Office,",removed
ACC,squadron,inappropriate/offensive,205,inappropriate videos,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,3,Inappropriately Named Training CONOP,shared drive,removed
ACC,squadron,inappropriate/offensive,1,photo w/inappropriate gesture,NIPR,removed
ACC,squadron,inappropriate/offensive,26,photos,NIPR,removed
ACC,squadron,inappropriate/offensive,1,image,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,image,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,image,SIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,image,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,printout of internet browser favorites,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,161,internet videos non-work related,Shared drive,removed
ACC,squadron,inappropriate/offensive,1,fake IR photo,Shared drive,removed
ACC,squadron,inappropriate/offensive,1,Fake form w/suggestive wording,Shared drive,removed
ACC,squadron,inappropriate/offensive,1,commercial,NIPR,removed
ACC,squadron,inappropriate/offensive,1,trophy (derogatory),IN Vault,removed
ACC,squadron,inappropriate/offensive,1,trophy (derogatory),Workplace Common Area,removed
ACC,squadron,pornography,1,Video,Share Drive,removed
ACC,squadron,inappropriate/offensive,1,TV clip,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,40,jokes printed and hanging on walls,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,jpg,Shared drive,removed
ACC,squadron,inappropriate/offensive,1,Magazine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,video,NIPR,removed
ACC,squadron,unprofessional,2,helmet w/ inappropriate artwork,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,2,display item,Workplace Common Area,removed
ACC,squadron,unprofessional,1,List of rules with inappropriate language,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,log books w/ suggestive content; not specifically quantified,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,caption contest photo,NIPR,removed
ACC,squadron,unprofessional,1,Bar handbook,NIPR,removed
ACC,squadron,inappropriate/offensive,1,TV clip,NIPR,removed
ACC,squadron,inappropriate/offensive,1,TV clip,shared drive,removed
ACC,squadron,inappropriate/offensive,1,magazine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,2,magazine photo,NIPR,removed
ACC,squadron,inappropriate/offensive,1,magazine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,magazine w/inappropriate graffiti,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,4,magazines with suspect materials,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,magnet,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,doc,NIPR,removed
ACC,squadron,inappropriate/offensive,104,magazines,"Male's Bathroom, common desk",removed
ACC,squadron,inappropriate/offensive,25,photos,shared drive,removed
ACC,squadron,inappropriate/offensive,3,magazine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,3,magazines,Workplace Common Area,removed
ACC,squadron,unprofessional,6,mugs,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,fake memorandum for record,NIPR,removed
ACC,squadron,inappropriate/offensive,1,cartoon (language/gesture),NIPR,removed
ACC,squadron,inappropriate/offensive,1,email,SIPR,removed
ACC,squadron,unprofessional,1,bomb artwork,NIPR,removed
ACC,squadron,unprofessional,1,Morale Guide,NIPR,removed
ACC,squadron,inappropriate/offensive,1,motivation posters; not specifically quantified,Share drive,removed
ACC,squadron,inappropriate/offensive,1,image,NIPR,removed
ACC,squadron,inappropriate/offensive,1,poster,Workplace Common Area,removed
ACC,squadron,unprofessional,1,briefing w/offensive images,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Movie clip,NIPR,removed
ACC,squadron,inappropriate/offensive,1,mpeg,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,5,mug,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,mural,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,magazine,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Music CD with vulgar language,Workplace Common Area,removed
ACC,squadron,unprofessional,8,music CDs - Inappropriate Language,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,8,music files,Shared drive,removed
ACC,squadron,inappropriate/offensive,270,music files (1.66GB) -  non-offensive,shared drive,removed
ACC,squadron,inappropriate/offensive,1,Music video,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Joke award criteria,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,Calendar card,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,2,Stickers,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Naming biographical information sheet,NIPR,removed
ACC,squadron,unprofessional,1,Naming ROE,NIPR,removed
ACC,squadron,inappropriate/offensive,6,Naming/Roll-call Documents,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Newspaper add (sexual overtone),NIPR,removed
ACC,squadron,inappropriate/offensive,1,Cheerleaders poster,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,photo with caption,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,photo,NIPR Shared Drive,removed
ACC,squadron,unprofessional,1,"""doofer"" book",Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,2,Unrated DVDs,Workplace Common Area,removed
ACC,squadron,unprofessional,1,Nose Art,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,4,Nose Art,shared drive,removed
ACC,squadron,unprofessional,6,Nose Art signs,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,not  appropriate motivational pictures; not specifically quantified,shared drive,removed
ACC,squadron,inappropriate/offensive,1,not appropriate safety and morale videos; not specifically quantified,shared drive,removed
ACC,squadron,inappropriate/offensive,1,mug,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,obscene behavior and foul language,NIPR,removed
ACC,squadron,inappropriate/offensive,1,obscene behavior and foul language,NIPR,removed
ACC,squadron,inappropriate/offensive,1,obscene behavior,NIPR,removed
ACC,squadron,inappropriate/offensive,4,Obscene Language - poster,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Obscene picture,NIPR,removed
ACC,squadron,inappropriate/offensive,1,obscene video clip,NIPR,removed
ACC,squadron,inappropriate/offensive,3,Offensive hand gesture,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Offensive Joke - pic,server,removed
ACC,squadron,inappropriate/offensive,1,Offensive stereotype,NIPR,removed
ACC,squadron,inappropriate/offensive,1,Offensive video,NIPR Shared Drive,removed
ACC,squadron,inappropriate/offensive,1,Offensive video,NIPR Shared Drive,removed
ACC,squadron,unprofessional,1,Official anniversary publication w/questionable photo,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Official anniversary publication w/questionable photo,Workplace Common Area,removed
ACC,squadron,inappropriate/offensive,1,Video,NIPR,removed
ACC,squadron,inappropriate/offensive,1,photo caption,NIPR,removed
