"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location
PACAF,Squadron,Inappropriate/Offensive,1,Megatron  All Hail Global Domination  poster,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,If you are happy and you know it I don't care cat poster,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Awkward moment sarcasm is so advanced that people think you are stupid poster,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Jackass of the day award,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,"8x10 Poster ""How about a nice big cup of shut the fuck up""",Desk
PACAF,Squadron,Inappropriate/Offensive,1,"""AT NICE TIGHT"" poster in Section Office",Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Picture of Male holding two beers in a Santa Hat,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,"Words ""Eat Me"" on going away plaque",Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,3,Multiple AC with questionable words on interior panels,Flight Line
PACAF,Squadron,Inappropriate/Offensive,4,Inappropriate Statement,Restroom
PACAF,Squadron,Inappropriate/Offensive,5,People of Wal-Mart pictures,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate Quotation Posters,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,2,Funny.com type pictures,Shared Drive
PACAF,Squadron,Unprofessional,2,Holiday Party pics and videos,Shared Drive
PACAF,Squadron,Unprofessional,2,Miscellaneous unofficial videos,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,14,Car/Motocycle/Men's health/Cosmo/SI/Tattoo/Fitness magazines,Restroom
PACAF,Squadron,Unprofessional,1,Non AF Screen Saver,Computer
PACAF,Squadron,Unprofessional,2,Personal DVDs,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate music,Workplace Common Area
PACAF,Squadron,Pornograhic,2,Maxim Magazine,Restroom
PACAF,Squadron,Inappropriate/Offensive,1,Victoria Secrets Magazine,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Fitness Magazines,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Animated Character (Holding a beer),Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Yoga Magazine,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Yoga Calendar,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Fitness Magazine,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Dead Hello Kitty,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Divinci Picture,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Coin (suggested curse words),Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Fitness Magazine,Fitness Center
PACAF,Squadron,Inappropriate/Offensive,4,Videos,Lodging Lobby
PACAF,Squadron,Inappropriate/Offensive,1,Photo,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Framed picture w/women,Pit Stop Garage
PACAF,Squadron,Inappropriate/Offensive,1,Bumper sticker,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Biker Magazine,Auto Hobby Shop
PACAF,Squadron,Inappropriate/Offensive,4,Patch,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Poster promoting Potter Fitness Center showing girl in halter top,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Jar with inappropriate words,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,"OPSEC Flyer: ""Practice Safe Secs""",Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Japanese Graphic Novels,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,S*** List,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Movies with questionable content,Workplace Common Area
PACAF,Squadron,Pornograhic,1,Maxim Magazines,Restroom
PACAF,Squadron,Inappropriate/Offensive,1,Cosmopolitan Magazines,Restroom
PACAF,Squadron,Inappropriate/Offensive,4,Anime' Dolls,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,"""So to Speak"" Quote boards",Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate decorations,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,7,Receipts,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Pilot Sketch CD,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Photos CD,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,2,Visor cover w/inappropriate picture on it,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Bacardi picture,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,3,Hooters Calendars,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate wall photo,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Cigar box,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Container of voided checks,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Bag of fireworks,Desk
PACAF,Squadron,Inappropriate/Offensive,3,Misc. CDs,Desk
PACAF,Squadron,Inappropriate/Offensive,1,LPA/Snacko Continuity Binder w/inappropriate language,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Tiny mug,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Container of shot glasses,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Hooters shirt,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Patch w/inappropriate picture on it,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Pamphlet w/inappropriate language,Desk
PACAF,Squadron,Pornography,20,"Magazines (readily available for purchase at AAFES ie: Playboy, Maxim, Swimsuit)",Vault
PACAF,Squadron,Inappropriate/Offensive,1,Fireworks,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Assessment sheets,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Feats of Strength sheet w/inappropriate language,Desk
PACAF,Squadron,Inappropriate/Offensive,10,Squadron History books,Vault
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate painting/photo,Desk
PACAF,Squadron,Inappropriate/Offensive,1,ELECTRONIC MEDIA,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,50,Inappropriate pictures,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,13,Songs w/inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,40,Inappropriate pictures,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,4,Previous panthers personal folders,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,3,Assessment folders,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,3,Hammer folders,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,4,Old Panther personal folders,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Folder of inappropriate pictures,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,3,History folders,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,6,Documents w/inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,7,Videos w/inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Pamphlet w/inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Battleship JPEGs,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Email w/inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Document w/inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,"Beverage mug with ""mermaid"" handle",Desk
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate language in Briefing,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,6,CDs,Vault
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate language .ppt brief,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Image,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Alcohol Reference in document,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,27,Inappropriate .wmv files on the DOW drive,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,3,3 inappropriate .mpeg files on the DOW SIPR drive,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,21,Inappropriate .wmv files on the DOW SIPR drive,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,15,Inappropriate .gif files on the DOW SIPR drive,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,5,Inappropriate quotes written on post-its,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Hula girl doll,Desk
PACAF,Squadron,Inappropriate/Offensive,2,letters w/inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,CD with inappropriate music,Desk
PACAF,Squadron,Inappropriate/Offensive,5,Maxim magazines readily available for purchase at AAFES,Restroom
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate PowerPoint picture,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,14,PowerPoint files with inappropriate content,Computer
PACAF,Squadron,Inappropriate/Offensive,1,Academic presentation with inappropriate content,Computer
PACAF,Squadron,Inappropriate/Offensive,1,Squadron history book,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Personal folders from sq members who have PCSed,Shared Drive
PACAF,Squadron,Pornography,14,Magazines (readily available for purchase at AAFES ie:Playboy),Closet
PACAF,Squadron,Inappropriate/Offensive,1,Document w/inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Fighter pilot heritage books w/inappropriate language,Desk
PACAF,Squadron,Inappropriate/Offensive,3,Historical Nose Art Books (3),Desk
PACAF,Squadron,Inappropriate/Offensive,35,Ivory Mugs w/ Mermaid Handles,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,1,Desktop Computer with Inappropriate Music,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Video,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Slide Show,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Books w/inappropriate pictures,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Historical Archive,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Sweater w/Inappropriate comments,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,1,Book containing inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Picture,Heritage Room
PACAF,Squadron,Pornography,8,Magazines (readily available for purchase at AAFES ie:Playboy),Heritage room
PACAF,Squadron,Inappropriate/Offensive,12,Squadron heritage volumes containing inappropriate materials,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate photos,External Hard Drive connected t
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate joke/picture,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate pictures,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Msn document w/inappropriate language,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,7,Ivory Mugs w/ Mermaid Handle,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Image,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,IPOD with music containing inappropriate language,Desk
PACAF,Squadron,Inappropriate/Offensive,1,3 inch tall magnetic Hawaiian Tiki doll--female figure,Break Room
PACAF,Squadron,Unprofessional,2,"Two ""R"" rated comedy movies, titled ""Miss March"" and ""100 Girls"" found in break room movie collection (about 10 movies, others included Elf, Star Wars, Hunt for Red October, etc)",Break room
PACAF,Squadron,Inappropriate/Offensive,6,"Six female Anime character figurines dressed in full body action hero type costumes (3 inch lifelike plastic toy/figurines that are female hero/characters from Japanese comic books) found on same desk as listed above.",Member's desk
PACAF,Squadron,Unprofessional,20,"Approx 20 ""Men's Health,"" ""Men's Fitness,"" ""Runners,"" ""Running World,"" ""Bicycling"" and ""Tri-Athlete"" magazines with a male, a female, or a male and female cover photo.",Contractor's Office Bookcase
PACAF,Squadron,Unprofessional,1,"11x14 autographed (to the duty section) picture of Arizona Cardinals NFL football team cheerleaders, framed on wall in break area.  Presented to section as part of sponsored USO visit to Yokota AB.",Break area
PACAF,Squadron,Unprofessional,1,Squadron Morale Patch with a woman in a bikini,""
PACAF,Squadron,Inappropriate/Offensive,32,"Japanese Anime models (some in ""school girl"" type outfits)",""
PACAF,Squadron,Unprofessional,1,OEF-P morale patch with woman in swimsuit,""
PACAF,Squadron,Unprofessional,1,modern re-creation of aircraft nose art (picture of woman in long leather jacket),""
PACAF,Squadron,Unprofessional,1,OEF-P morale patch with woman in swimsuit,""
PACAF,Squadron,Inappropriate/Offensive,1,Japanese Anime Female Figurine,""
PACAF,Squadron,Unprofessional,1,Dallas Cowboys cheerleaders photo from USO Tour,""
PACAF,Squadron,Unprofessional,1,Photos of women from Thailand holding CC trophy,""
PACAF,Squadron,Inappropriate/Offensive,1,Phallic Looking Bottle Opener,""
PACAF,Squadron,Inappropriate/Offensive,1,Kangaroo Scrotum Bottle Opener,""
PACAF,Squadron,Pornographic,1,Playing cards with Kama Sutra type drawings,""
PACAF,Squadron,Inappropriate/Offensive,12,Inappropriate squadron history books,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Song Book,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,40,Mermaid Handle Mugs,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,3,PowerPoint Presentations with inappropriate jokes,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,13,Inappropriate images (not pornographic),Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate painting (not pornographic),Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,15,Inappropriate squadron history books,Desk
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate document and posters,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,35,Undergarments,Squadron Lounge
PACAF,Squadron,Inappropriate/Offensive,3,"Inappropriate flag, poster and sign",Squadron Lounge
PACAF,Squadron,Inappropriate/Offensive,9,Inappropriate slogans on doors,Dorm Common Area
PACAF,Squadron,Inappropriate/Offensive,100,Inappropriate files,Shared Drive & Common Area
PACAF,Squadron,Inappropriate/Offensive,9,Inappropriate photos,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,4,Fitness and glamor magazines,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate joke,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate poster,Desk
PACAF,Squadron,Inappropriate/Offensive,200,Inappropriate writing/remarks on walls,Squadron Lounge
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate writing,Male restroom
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate posters,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,"Inappropriate pic w/drawings of devil body parts on individuals (ears, horns, tail)",Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,"Big Red button w/the words ""bull Shi*"" & made statement when press'd",Individual Work Area
PACAF,Squadron,Inappropriate/Offensive,1,Victoria Secret magazine,Individual Work Area
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate writing on wall,Closet Area
PACAF,Squadron,Inappropriate/Offensive,21,Inappropriate Pics,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,5,Men's Health/Muscle & Fitness/ Cosmopolitan Magazines,Restroom
PACAF,Squadron,Inappropriate/Offensive,14,Inappropriate/provocative photos,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Dallas Cowboy Cheerleader Poster,Squadron Lounge
PACAF,Squadron,Inappropriate/Offensive,1,Vulgar Patch,Squadron Lounge
PACAF,Squadron,Inappropriate/Offensive,1,She Devil Painting,Squadron Lounge
PACAF,Squadron,Pornographic,40,Pornographic Mags,Break Room
PACAF,Squadron,Inappropriate/Offensive,50,Health & Fashion type Magazines,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,5,"Inappropriate ""Beer Girl"" Calendars",Break Rooms
PACAF,Squadron,Inappropriate/Offensive,5,Cut outs of girls,Office
PACAF,Squadron,Inappropriate/Offensive,1,"Figurine of man w/barrel around waist, barrel showed genitalia when pulled down",Office
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate joke,Break Room
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate pics,Break Room
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate pics,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,Questionable Wall Design,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,12,"Rated ""R"" DVDs",Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,7,Lewd comments,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,16,Lewd comments,Squadron Lounge
PACAF,Squadron,Inappropriate/Offensive,3,Jersey's with profanity,Squadron Lounge
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate stickers,Dorm Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Victoria Secret sign on door,Workplace Common Area
