Name,Address,City,Category,Rating,URL
Euro Pizza,3271 Richmond Avenue,Staten Island,Pizza,3.5,http://www.yelp.com/biz/euro-pizza-staten-island
Nonna's Pizzeria,27 Brower Ct,Staten Island,Pizza,4.0,http://www.yelp.com/biz/nonnas-pizzeria-staten-island
Casale's Cafe and Bakery,96 Page Ave,New York,Bakeries,4.5,http://www.yelp.com/biz/casales-cafe-and-bakery-new-york
Ciro Pizza Cafe,862 Huguenot Ave,Staten Island,Pizza,3.0,http://www.yelp.com/biz/ciro-pizza-cafe-staten-island
Coles Dockside Restaurant,369 Cleveland Ave,Staten Island,Seafood,4.0,http://www.yelp.com/biz/coles-dockside-restaurant-staten-island
Joe's of Avenue U,145 Greaves Ln,Staten Island,Italian,3.5,http://www.yelp.com/biz/joes-of-avenue-u-staten-island
Village Maria Pizza,3995 Amboy Rd,Staten Island,Pizza,3.0,http://www.yelp.com/biz/village-maria-pizzeria-staten-island
DaddyO's BBQ and Sports Bar,35 Androvette St,Staten Island,Barbeque,4.5,http://www.yelp.com/biz/daddyos-bbq-and-sports-bar-staten-island
Woodrow Diner,655 Rossville Ave,Staten Island,Diners,3.5,http://www.yelp.com/biz/woodrow-diner-staten-island
Cucumber Sushi and Salad Bar,5834 Amboy Rd,Staten Island,Japanese,4.0,http://www.yelp.com/biz/cucumber-sushi-and-salad-bar-staten-island
Aunt Butchies Cafe & Bakery,4864 Arthur Kill Rd,Staten Island,Italian,3.5,http://www.yelp.com/biz/aunt-butchies-cafe-and-bakery-staten-island
Annadale Diner,813 Annadale Rd,Staten Island,Diners,4.5,http://www.yelp.com/biz/annadale-diner-staten-island-2
Casale's Cafe and Bakery,96 Page Ave,New York,Bakeries,4.5,http://www.yelp.com/biz/casales-cafe-and-bakery-new-york
Muscle Maker Grill,4916 Arthur Kill Rd,Staten Island,American (New),4.0,http://www.yelp.com/biz/muscle-maker-grill-staten-island
Genki Sushi,262 Arden Ave,Staten Island,Japanese,4.0,http://www.yelp.com/biz/genki-sushi-staten-island
Fratelli Pizzeria & Pasticceria,27 Seguine Ave,Staten Island,Italian,4.0,http://www.yelp.com/biz/fratelli-pizzeria-and-pasticceria-staten-island
Zio Toto,86 Page Ave,Staten Island,Italian,4.0,http://www.yelp.com/biz/zio-toto-staten-island
Panera Bread,2965 Veterans Road West,Staten Island,Sandwiches,3.5,http://www.yelp.com/biz/panera-bread-staten-island-2
Moe's Southwest Grill,262 Arden Ave,New York,Tex-Mex,2.5,http://www.yelp.com/biz/moes-southwest-grill-new-york-5
Villa Monte Pizzeria,240D Arden Ave,Staten Island,Pizza,2.5,http://www.yelp.com/biz/villa-monte-pizzeria-staten-island
Pino's Pizzeria,1026 Rossville Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/pinos-pizzeria-staten-island
Cafe Luna,35 Page Ave,Staten Island,Italian,3.0,http://www.yelp.com/biz/cafe-luna-staten-island-2
Mona Lisa Pizzeria,839 Annadale Rd,Staten Island,Pizza,4.0,http://www.yelp.com/biz/mona-lisa-pizzeria-staten-island
Kiku Sushi,3838 Richmond Ave,Staten Island,Japanese,4.0,http://www.yelp.com/biz/kiku-sushi-staten-island
Cheeburger Cheeburger,2935 Veterans Rd W,Staten Island,Burgers,3.0,http://www.yelp.com/biz/cheeburger-cheeburger-staten-island
Artisan Bakers Group,708 Sharrotts Rd,Staten Island,Sandwiches,5.0,http://www.yelp.com/biz/artisan-bakers-group-staten-island
Ciro Pizza Cafe,862 Huguenot Ave,Staten Island,Pizza,3.0,http://www.yelp.com/biz/ciro-pizza-cafe-staten-island
Aunt Butchies Cafe & Bakery,4864 Arthur Kill Rd,Staten Island,Italian,3.5,http://www.yelp.com/biz/aunt-butchies-cafe-and-bakery-staten-island
Towne Deli & Pizza,5373 Arthur Kill Rd,Staten Island,Pizza,4.0,http://www.yelp.com/biz/towne-deli-and-pizza-staten-island
Muscle Maker Grill,4916 Arthur Kill Rd,Staten Island,American (New),4.0,http://www.yelp.com/biz/muscle-maker-grill-staten-island
Zio Toto,86 Page Ave,Staten Island,Italian,4.0,http://www.yelp.com/biz/zio-toto-staten-island
DaddyO's BBQ and Sports Bar,35 Androvette St,Staten Island,Barbeque,4.5,http://www.yelp.com/biz/daddyos-bbq-and-sports-bar-staten-island
Bonao Restaurant,349 Oak St,Perth Amboy,Latin American,3.5,http://www.yelp.com/biz/bonao-restaurant-perth-amboy
Reggiano's,7339 Amboy Rd,Staten Island,Pizza,4.0,http://www.yelp.com/biz/reggianos-staten-island-2
Cafe Luna,35 Page Ave,Staten Island,Italian,3.0,http://www.yelp.com/biz/cafe-luna-staten-island-2
Panera Bread,2965 Veterans Road West,Staten Island,Sandwiches,3.5,http://www.yelp.com/biz/panera-bread-staten-island-2
Cheeburger Cheeburger,2935 Veterans Rd W,Staten Island,Burgers,3.0,http://www.yelp.com/biz/cheeburger-cheeburger-staten-island
Sciortino's Harbor Lights,132 S Broadway,South Amboy,Pizza,4.0,http://www.yelp.com/biz/sciortinos-harbor-lights-south-amboy
Cucumber Sushi and Salad Bar,5834 Amboy Rd,Staten Island,Japanese,4.0,http://www.yelp.com/biz/cucumber-sushi-and-salad-bar-staten-island
Casale's Cafe and Bakery,96 Page Ave,New York,Bakeries,4.5,http://www.yelp.com/biz/casales-cafe-and-bakery-new-york
Page Plaza Diner,75 Page Ave,Staten Island,American (Traditional),4.0,http://www.yelp.com/biz/page-plaza-diner-staten-island
Artisan Bakers Group,708 Sharrotts Rd,Staten Island,Sandwiches,5.0,http://www.yelp.com/biz/artisan-bakers-group-staten-island
South Amboy Pizza Palace,346 Bordentown Ave,South Amboy,Pizza,4.5,http://www.yelp.com/biz/south-amboy-pizza-palace-south-amboy
Big E's Burger Joint,115 S Broadway St,South Amboy,Burgers,4.0,http://www.yelp.com/biz/big-es-burger-joint-south-amboy
Delio's Pizza & Hero Shop,120 N Broadway,South Amboy,Pizza,4.5,http://www.yelp.com/biz/delios-pizza-and-hero-shop-south-amboy
Rocky Toto's Original Italian Restaurant,7324 Amboy Road,Staten Island,Italian,4.0,http://www.yelp.com/biz/rocky-totos-original-italian-restaurant-staten-island
Coney Island Restaurant,192A Smith St,Perth Amboy,Restaurants,4.5,http://www.yelp.com/biz/coney-island-restaurant-perth-amboy
New Asha Sri Lanka Restaurant,322 Victory Blvd,Staten Island,Indian,4.0,http://www.yelp.com/biz/new-asha-sri-lanka-restaurant-staten-island
Bay House Bistro,574 Bay St,Staten Island,Thai,3.5,http://www.yelp.com/biz/bay-house-bistro-staten-island
Pier 76,76 Bay St,Staten Island,Italian,3.5,http://www.yelp.com/biz/pier-76-staten-island-2
Taco Azteca,75 Victory Blvd,Staten Island,Mexican,4.5,http://www.yelp.com/biz/taco-azteca-staten-island
120 Bay Cafe,120 Bay St,Staten Island,American (Traditional),4.0,http://www.yelp.com/biz/120-bay-cafe-staten-island
Crispy Pizza,782 Richmond Ter,Staten Island,Pizza,4.0,http://www.yelp.com/biz/crispy-pizza-staten-island-2
Giuseppe's Pizza,5 Hyatt St,New York,Pizza,4.5,http://www.yelp.com/biz/giuseppes-pizza-new-york-2
Nurnberger Bierhaus,817 Castleton Ave,Staten Island,German,4.5,http://www.yelp.com/biz/nurnberger-bierhaus-staten-island
Panini Grill,538 Forest Ave,Staten Island,Pizza,3.5,http://www.yelp.com/biz/panini-grill-staten-island
Dosa Garden,323 Victory Blvd,Staten Island,Indian,4.0,http://www.yelp.com/biz/dosa-garden-staten-island
Tapas Restaurant & Bar,661 Bay St,Staten Island,Spanish,3.5,http://www.yelp.com/biz/tapas-restaurant-and-bar-staten-island
Campo Bello,118 Broad St,Clifton,Spanish,4.0,http://www.yelp.com/biz/campo-bello-clifton
Duffy's Tavern,650 Forest Ave,Staten Island,Pubs,4.0,http://www.yelp.com/biz/duffys-tavern-staten-island
Ruddy and Dean's,44 Richmond Ter,Staten Island,Steakhouses,3.5,http://www.yelp.com/biz/ruddy-and-deans-staten-island
Afternoone's,415 Forest Ave,Staten Island,Restaurants,3.5,http://www.yelp.com/biz/afternoones-staten-island
La Brasa,3 Corson Ave,New York,American (New),5.0,http://www.yelp.com/biz/la-brasa-new-york
Kings Arms Restaurant,500 Forest Ave,Staten Island,Restaurants,2.5,http://www.yelp.com/biz/kings-arms-restaurant-staten-island
Best Coffee Shop,117 Water St,New York,Restaurants,3.5,http://www.yelp.com/biz/best-coffee-shop-new-york
Burrito Bar,585 Forest Ave,Staten Island,Mexican,3.0,http://www.yelp.com/biz/burrito-bar-staten-island
On Your Mark Cafe,639 Forest Ave,Staten Island,Breakfast & Brunch,5.0,http://www.yelp.com/biz/on-your-mark-cafe-staten-island
Bay House Bistro,574 Bay St,Staten Island,Thai,3.5,http://www.yelp.com/biz/bay-house-bistro-staten-island
New Asha Sri Lanka Restaurant,322 Victory Blvd,Staten Island,Indian,4.0,http://www.yelp.com/biz/new-asha-sri-lanka-restaurant-staten-island
Panini Grill,538 Forest Ave,Staten Island,Pizza,3.5,http://www.yelp.com/biz/panini-grill-staten-island
Nurnberger Bierhaus,817 Castleton Ave,Staten Island,German,4.5,http://www.yelp.com/biz/nurnberger-bierhaus-staten-island
Duffy's Tavern,650 Forest Ave,Staten Island,Pubs,4.0,http://www.yelp.com/biz/duffys-tavern-staten-island
My Pizza,755 Targee St,Staten Island,Pizza,3.5,http://www.yelp.com/biz/my-pizza-staten-island
The Road House,1400 Clove Rd,Staten Island,Pizza,3.0,http://www.yelp.com/biz/the-road-house-staten-island
The Indian Clove,2071 Clove Rd,Staten Island,Indian,3.0,http://www.yelp.com/biz/the-indian-clove-staten-island
Campo Bello,118 Broad St,Clifton,Spanish,4.0,http://www.yelp.com/biz/campo-bello-clifton
Nino's Restaurant,1110 Hylan Blvd,Staten Island,Italian,4.0,http://www.yelp.com/biz/ninos-restaurant-staten-island
Pasticceria Bruno,676 Forest Ave,Staten Island,Bakeries,3.5,http://www.yelp.com/biz/pasticceria-bruno-staten-island-2
Kings Arms Restaurant,500 Forest Ave,Staten Island,Restaurants,2.5,http://www.yelp.com/biz/kings-arms-restaurant-staten-island
On Your Mark Cafe,639 Forest Ave,Staten Island,Breakfast & Brunch,5.0,http://www.yelp.com/biz/on-your-mark-cafe-staten-island
Napoli Pizza,1206 Victory Blvd,Staten Island,Pizza,3.0,http://www.yelp.com/biz/napoli-pizza-staten-island-2
Tapas Restaurant & Bar,661 Bay St,Staten Island,Spanish,3.5,http://www.yelp.com/biz/tapas-restaurant-and-bar-staten-island
Afternoone's,415 Forest Ave,Staten Island,Restaurants,3.5,http://www.yelp.com/biz/afternoones-staten-island
Burrito Bar,585 Forest Ave,Staten Island,Mexican,3.0,http://www.yelp.com/biz/burrito-bar-staten-island
Indiglo Restaurant and Bar,530 Forest Ave,Staten Island,American (New),3.0,http://www.yelp.com/biz/indiglo-restaurant-and-bar-staten-island
Marie's Gourmet,977 Victory Blvd,Staten Island,Delis,4.0,http://www.yelp.com/biz/maries-gourmet-staten-island
Fire Grilled Burgers,1077 Bay St,New York,Burgers,2.5,http://www.yelp.com/biz/fire-grilled-burgers-new-york
Royal Crown Bakery,1350 Hylan Blvd,Staten Island,Italian,4.0,http://www.yelp.com/biz/royal-crown-bakery-staten-island
Nurnberger Bierhaus,817 Castleton Ave,Staten Island,German,4.5,http://www.yelp.com/biz/nurnberger-bierhaus-staten-island
Nakata,1775 D Richmond Rd,Staten Island,Japanese,4.5,http://www.yelp.com/biz/nakata-staten-island
Panini Grill,538 Forest Ave,Staten Island,Pizza,3.5,http://www.yelp.com/biz/panini-grill-staten-island
Joe & Pat's,1758 Victory Blvd,Staten Island,Pizza,4.0,http://www.yelp.com/biz/joe-and-pats-staten-island
Venga Mexican Grill,1903 Victory Blvd,Staten Island,Mexican,3.5,http://www.yelp.com/biz/venga-mexican-grill-staten-island
Duffy's Tavern,650 Forest Ave,Staten Island,Pubs,4.0,http://www.yelp.com/biz/duffys-tavern-staten-island
New Asha Sri Lanka Restaurant,322 Victory Blvd,Staten Island,Indian,4.0,http://www.yelp.com/biz/new-asha-sri-lanka-restaurant-staten-island
Bay House Bistro,574 Bay St,Staten Island,Thai,3.5,http://www.yelp.com/biz/bay-house-bistro-staten-island
Lunchbox,1612 Forest Ave,Staten Island,American (New),4.0,http://www.yelp.com/biz/lunchbox-staten-island
Nino's Restaurant,1110 Hylan Blvd,Staten Island,Italian,4.0,http://www.yelp.com/biz/ninos-restaurant-staten-island
Lee's Tavern,60 Hancock St,Staten Island,Pizza,4.5,http://www.yelp.com/biz/lees-tavern-staten-island
MaDang,330 Bradley Ave,Staten Island,Korean,4.5,http://www.yelp.com/biz/madang-staten-island
Pasticceria Bruno,676 Forest Ave,Staten Island,Bakeries,3.5,http://www.yelp.com/biz/pasticceria-bruno-staten-island-2
Call It A Wrap,1198 Forest Ave,Staten Island,Health Markets,3.5,http://www.yelp.com/biz/call-it-a-wrap-staten-island
A & C Superette,884 Manor Road,Staten Island,Coffee & Tea,5.0,http://www.yelp.com/biz/a-and-c-superette-staten-island
Sumac,1198 Forest Ave,Staten Island,Mediterranean,3.5,http://www.yelp.com/biz/sumac-staten-island
Forest Thai Cuisine,1211 Forest Ave,Staten Island,Thai,3.5,http://www.yelp.com/biz/forest-thai-cuisine-staten-island
On Your Mark Cafe,639 Forest Ave,Staten Island,Breakfast & Brunch,5.0,http://www.yelp.com/biz/on-your-mark-cafe-staten-island
Crispy Pizza,782 Richmond Ter,Staten Island,Pizza,4.0,http://www.yelp.com/biz/crispy-pizza-staten-island-2
Mimi's Hummus,1209 Cortelyou Rd,Brooklyn,Mediterranean,4.5,http://www.yelp.com/biz/mimis-hummus-brooklyn
Ashoka Indian Grill,1436 Flatbush Ave,Brooklyn,Indian,4.5,http://www.yelp.com/biz/ashoka-indian-grill-brooklyn
Strictly Vegetarian Restaurant,2268 Church Ave,Brooklyn,Vegetarian,4.5,http://www.yelp.com/biz/strictly-vegetarian-restaurant-brooklyn
Zen Vegetarian House,773 Flatbush Ave,Brooklyn,Vegetarian,4.0,http://www.yelp.com/biz/zen-vegetarian-house-brooklyn
Am Thai Bistro,1003 Church Ave,Brooklyn,Thai,4.0,http://www.yelp.com/biz/am-thai-bistro-brooklyn
International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/international-paradise-restaurant-brooklyn
Brooklyn Commune,601 Greenwood Ave,Brooklyn,Specialty Food,3.5,http://www.yelp.com/biz/brooklyn-commune-brooklyn
Exquisite Delight,2847 Church Ave,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/exquisite-delight-brooklyn
Salud,1308 Ave H,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/salud-brooklyn
Di Fara Pizza,1424 Ave J,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/di-fara-pizza-brooklyn
Twin Towers Bagel Express,975 Mcdonald Ave,Brooklyn,Sandwiches,4.5,http://www.yelp.com/biz/twin-towers-bagel-express-brooklyn
El Ranchito Poblano,1228 Flatbush Ave,Brooklyn,Mexican,3.5,http://www.yelp.com/biz/el-ranchito-poblano-brooklyn
To B Thai,126 Beverley Rd,Brooklyn,Thai,4.0,http://www.yelp.com/biz/to-b-thai-brooklyn
Piccoli,157 A Prospect Park SW,Brooklyn,Italian,4.5,http://www.yelp.com/biz/piccoli-brooklyn
Terrace Coffee Shop,598 19th St,Brooklyn,Diners,3.5,http://www.yelp.com/biz/terrace-coffee-shop-brooklyn
Bukhari Restaurant,1095 Coney Island Ave,Brooklyn,Indian,4.0,http://www.yelp.com/biz/bukhari-restaurant-brooklyn
Krupa Grocery,231 Prospect Park W,Brooklyn,Coffee & Tea,4.5,http://www.yelp.com/biz/krupa-grocery-brooklyn
Ba Xuyen,4222 8th Ave,Brooklyn,Vietnamese,4.5,http://www.yelp.com/biz/ba-xuyen-brooklyn-2
De Hot Pot,1127 Washington Ave,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/de-hot-pot-brooklyn
Flatbush Latin Grill,1902 Church Ave,Brooklyn,Mexican,3.5,http://www.yelp.com/biz/flatbush-latin-grill-brooklyn
Popeyes,520 Clarkson Ave,Brooklyn,Fast Food,3.5,http://www.yelp.com/biz/popeyes-brooklyn-11
"Brick Oven Pizza: Charcoal Grill, Gyro, Kebab, Hot Food",500 Clarkson Ave,Brooklyn,Fast Food,2.5,http://www.yelp.com/biz/brick-oven-pizza-charcoal-grill-gyro-kebab-hot-food-brooklyn
Cryshy Kitchen,586 Albany Ave,New York,Caribbean,2.0,http://www.yelp.com/biz/cryshy-kitchen-new-york
Subway,528 Clarkson Ave,New York,Sandwiches,4.0,http://www.yelp.com/biz/subway-new-york-164
Mama Louisa's Hero Shop,609 New York Ave,Brooklyn,Grocery,4.5,http://www.yelp.com/biz/mama-louisas-hero-shop-brooklyn
Soldier's Restaurant,1278 Nostrand Ave,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/soldiers-restaurant-brooklyn
Marab Deli & Grocery,502 Clarkson Ave,Brooklyn,Grocery,3.5,http://www.yelp.com/biz/marab-deli-and-grocery-brooklyn
Mimi's Hummus,1209 Cortelyou Rd,Brooklyn,Mediterranean,4.5,http://www.yelp.com/biz/mimis-hummus-brooklyn
Ashoka Indian Grill,1436 Flatbush Ave,Brooklyn,Indian,4.5,http://www.yelp.com/biz/ashoka-indian-grill-brooklyn
Strictly Vegetarian Restaurant,2268 Church Ave,Brooklyn,Vegetarian,4.5,http://www.yelp.com/biz/strictly-vegetarian-restaurant-brooklyn
Zen Vegetarian House,773 Flatbush Ave,Brooklyn,Vegetarian,4.0,http://www.yelp.com/biz/zen-vegetarian-house-brooklyn
Am Thai Bistro,1003 Church Ave,Brooklyn,Thai,4.0,http://www.yelp.com/biz/am-thai-bistro-brooklyn
International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/international-paradise-restaurant-brooklyn
Brooklyn Commune,601 Greenwood Ave,Brooklyn,Specialty Food,3.5,http://www.yelp.com/biz/brooklyn-commune-brooklyn
Salud,1308 Ave H,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/salud-brooklyn
Di Fara Pizza,1424 Ave J,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/di-fara-pizza-brooklyn
Twin Towers Bagel Express,975 Mcdonald Ave,Brooklyn,Sandwiches,4.5,http://www.yelp.com/biz/twin-towers-bagel-express-brooklyn
Exquisite Delight,2847 Church Ave,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/exquisite-delight-brooklyn
Ba Xuyen,4222 8th Ave,Brooklyn,Vietnamese,4.5,http://www.yelp.com/biz/ba-xuyen-brooklyn-2
To B Thai,126 Beverley Rd,Brooklyn,Thai,4.0,http://www.yelp.com/biz/to-b-thai-brooklyn
El Ranchito Poblano,1228 Flatbush Ave,Brooklyn,Mexican,3.5,http://www.yelp.com/biz/el-ranchito-poblano-brooklyn
Piccoli,157 A Prospect Park SW,Brooklyn,Italian,4.5,http://www.yelp.com/biz/piccoli-brooklyn
Terrace Coffee Shop,598 19th St,Brooklyn,Diners,3.5,http://www.yelp.com/biz/terrace-coffee-shop-brooklyn
Bukhari Restaurant,1095 Coney Island Ave,Brooklyn,Indian,4.0,http://www.yelp.com/biz/bukhari-restaurant-brooklyn
Krupa Grocery,231 Prospect Park W,Brooklyn,Coffee & Tea,4.5,http://www.yelp.com/biz/krupa-grocery-brooklyn
Flatbush Latin Grill,1902 Church Ave,Brooklyn,Mexican,3.5,http://www.yelp.com/biz/flatbush-latin-grill-brooklyn
Gyro Cafe,580 Coney Island Ave,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/gyro-cafe-brooklyn
Royal Crown Bakery,1350 Hylan Blvd,Staten Island,Italian,4.0,http://www.yelp.com/biz/royal-crown-bakery-staten-island
Nino's Restaurant,1110 Hylan Blvd,Staten Island,Italian,4.0,http://www.yelp.com/biz/ninos-restaurant-staten-island
Bay House Bistro,574 Bay St,Staten Island,Thai,3.5,http://www.yelp.com/biz/bay-house-bistro-staten-island
The Indian Clove,2071 Clove Rd,Staten Island,Indian,3.0,http://www.yelp.com/biz/the-indian-clove-staten-island
My Pizza,755 Targee St,Staten Island,Pizza,3.5,http://www.yelp.com/biz/my-pizza-staten-island
Fire Grilled Burgers,1077 Bay St,New York,Burgers,2.5,http://www.yelp.com/biz/fire-grilled-burgers-new-york
Fortune Hawaii Restaurant,900 Hylan Blvd,Staten Island,Chinese,3.5,http://www.yelp.com/biz/fortune-hawaii-restaurant-staten-island
Campo Bello,118 Broad St,Clifton,Spanish,4.0,http://www.yelp.com/biz/campo-bello-clifton
Tapas Restaurant & Bar,661 Bay St,Staten Island,Spanish,3.5,http://www.yelp.com/biz/tapas-restaurant-and-bar-staten-island
The Road House,1400 Clove Rd,Staten Island,Pizza,3.0,http://www.yelp.com/biz/the-road-house-staten-island
Fuji Sushi,1115 Hylan Blvd,Staten Island,Sushi Bars,3.5,http://www.yelp.com/biz/fuji-sushi-staten-island
Pronto Pizza,1088 Bay St,Staten Island,Pizza,3.5,http://www.yelp.com/biz/pronto-pizza-staten-island
Tony's Brick Oven,1140 Bay St,Staten Island,Pizza,4.0,http://www.yelp.com/biz/tonys-brick-oven-staten-island
Basilio Inn,6 Galesville Ct,Staten Island,Italian,4.5,http://www.yelp.com/biz/basilio-inn-staten-island
Bay Street Luncheonette & Soda Fountain,1189 Bay St,Staten Island,Diners,4.0,http://www.yelp.com/biz/bay-street-luncheonette-and-soda-fountain-staten-island-3
Bagels By The Bay,1235 Bay St,Staten Island,Bagels,3.5,http://www.yelp.com/biz/bagels-by-the-bay-staten-island
Incas Grill Peruvian Cuisine,2110 Clove Rd,Staten Island,Peruvian,5.0,http://www.yelp.com/biz/incas-grill-peruvian-cuisine-staten-island
Da Noi,136 Fingerboard Rd,Staten Island,Italian,5.0,http://www.yelp.com/biz/da-noi-staten-island-2
El Pollo Restaurant & Bar,560 Richmond Rd,Staten Island,Spanish,4.0,http://www.yelp.com/biz/el-pollo-restaurant-and-bar-staten-island
Best Coffee Shop,117 Water St,New York,Restaurants,3.5,http://www.yelp.com/biz/best-coffee-shop-new-york
Lunchbox,1612 Forest Ave,Staten Island,American (New),4.0,http://www.yelp.com/biz/lunchbox-staten-island
John's Famous Deli,15 Innis St,Staten Island,Delis,4.5,http://www.yelp.com/biz/johns-famous-deli-staten-island
Venga Mexican Grill,1903 Victory Blvd,Staten Island,Mexican,3.5,http://www.yelp.com/biz/venga-mexican-grill-staten-island
Nurnberger Bierhaus,817 Castleton Ave,Staten Island,German,4.5,http://www.yelp.com/biz/nurnberger-bierhaus-staten-island
Denino's Pizzeria Tavern,524 Port Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/deninos-pizzeria-tavern-staten-island
Joe & Pat's,1758 Victory Blvd,Staten Island,Pizza,4.0,http://www.yelp.com/biz/joe-and-pats-staten-island
Call It A Wrap,1198 Forest Ave,Staten Island,Health Markets,3.5,http://www.yelp.com/biz/call-it-a-wrap-staten-island
Hibachi Grill and Supreme Buffet,1501 Forest  Ave,Staten Island,Buffets,3.0,http://www.yelp.com/biz/hibachi-grill-and-supreme-buffet-staten-island-2
Empire Szechuan Restaurant,1537 Forest Ave,Staten Island,Chinese,4.0,http://www.yelp.com/biz/empire-szechuan-restaurant-staten-island
MaDang,330 Bradley Ave,Staten Island,Korean,4.5,http://www.yelp.com/biz/madang-staten-island
Forest Thai Cuisine,1211 Forest Ave,Staten Island,Thai,3.5,http://www.yelp.com/biz/forest-thai-cuisine-staten-island
Sumac,1198 Forest Ave,Staten Island,Mediterranean,3.5,http://www.yelp.com/biz/sumac-staten-island
Osaka Oriental Food,1440 Forest Ave,Staten Island,Japanese,3.5,http://www.yelp.com/biz/osaka-oriental-food-staten-island
Buffalo Wild Wings,1447 Richmond Avenue,Staten Island,Chicken Wings,3.0,http://www.yelp.com/biz/buffalo-wild-wings-staten-island
Brother's Pizzeria,750 Port Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/brothers-pizzeria-staten-island
La Piazza,1445 Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/la-piazza-staten-island
Panini Grill,538 Forest Ave,Staten Island,Pizza,3.5,http://www.yelp.com/biz/panini-grill-staten-island
Duffy's Tavern,650 Forest Ave,Staten Island,Pubs,4.0,http://www.yelp.com/biz/duffys-tavern-staten-island
Yum Yum Chinese,Forest Commons Center,Staten Island,Chinese,3.0,http://www.yelp.com/biz/yum-yum-chinese-staten-island
Mezcals Mexican Restaurant,20 Bradley Ave,Staten Island,Mexican,3.5,http://www.yelp.com/biz/mezcals-mexican-restaurant-staten-island
Lunchbox,1612 Forest Ave,Staten Island,American (New),4.0,http://www.yelp.com/biz/lunchbox-staten-island
Buffalo Wild Wings,1447 Richmond Avenue,Staten Island,Chicken Wings,3.0,http://www.yelp.com/biz/buffalo-wild-wings-staten-island
John's Famous Deli,15 Innis St,Staten Island,Delis,4.5,http://www.yelp.com/biz/johns-famous-deli-staten-island
La Piazza,1445 Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/la-piazza-staten-island
Oriental Plaza Chinese & Japanese Restaurant,1845 Richmond Ave,Staten Island,Chinese,3.5,http://www.yelp.com/biz/oriental-plaza-chinese-and-japanese-restaurant-staten-island
Denino's Pizzeria Tavern,524 Port Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/deninos-pizzeria-tavern-staten-island
Sapporo Sushi House,1650 Richmond Ave,Staten Island,Sushi Bars,3.5,http://www.yelp.com/biz/sapporo-sushi-house-staten-island
Pho Mac Vietnamese Restaurant,1407 Richmond Ave,Staten Island,Vietnamese,3.5,http://www.yelp.com/biz/pho-mac-vietnamese-restaurant-staten-island
Empire Szechuan Restaurant,1537 Forest Ave,Staten Island,Chinese,4.0,http://www.yelp.com/biz/empire-szechuan-restaurant-staten-island
Z-one Diner & Lounge,1821 Richmond Ave,Staten Island,Lounges,3.0,http://www.yelp.com/biz/z-one-diner-and-lounge-staten-island
Brother's Pizzeria,750 Port Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/brothers-pizzeria-staten-island
Mitoushi,10 Akron St,Staten Island,Sushi Bars,3.5,http://www.yelp.com/biz/mitoushi-staten-island
Hibachi Grill and Supreme Buffet,1501 Forest  Ave,Staten Island,Buffets,3.0,http://www.yelp.com/biz/hibachi-grill-and-supreme-buffet-staten-island-2
Applebee's,1451 Richmond Ave,Staten Island,American (Traditional),3.0,http://www.yelp.com/biz/applebees-staten-island
Yum Yum Chinese,Forest Commons Center,Staten Island,Chinese,3.0,http://www.yelp.com/biz/yum-yum-chinese-staten-island
Food Express Truck,Across From Home Depot,Staten Island,Food Stands,4.5,http://www.yelp.com/biz/food-express-truck-staten-island
Osaka Oriental Food,1440 Forest Ave,Staten Island,Japanese,3.5,http://www.yelp.com/biz/osaka-oriental-food-staten-island
Chili's,1497 Richmond Ave,Staten Island,American (Traditional),3.0,http://www.yelp.com/biz/chilis-staten-island
Empire East,1445 Richmond Ave,Staten Island,Asian Fusion,2.5,http://www.yelp.com/biz/empire-east-staten-island-2
Call It A Wrap,1198 Forest Ave,Staten Island,Health Markets,3.5,http://www.yelp.com/biz/call-it-a-wrap-staten-island
Lunchbox,1612 Forest Ave,Staten Island,American (New),4.0,http://www.yelp.com/biz/lunchbox-staten-island
John's Famous Deli,15 Innis St,Staten Island,Delis,4.5,http://www.yelp.com/biz/johns-famous-deli-staten-island
Buffalo Wild Wings,1447 Richmond Avenue,Staten Island,Chicken Wings,3.0,http://www.yelp.com/biz/buffalo-wild-wings-staten-island
