Name,Address,City,Category,Rating,URL
The Burger Bistro,177 5th Ave,Brooklyn,Burgers,3.5,http://www.yelp.com/biz/the-burger-bistro-brooklyn-3
Lincoln Station,409 Lincoln Pl,Brooklyn,American (Traditional),3.5,http://www.yelp.com/biz/lincoln-station-brooklyn
HOPHAP Thai Cuisine,204 Smith St,Brooklyn,Thai,4.0,http://www.yelp.com/biz/hophap-thai-cuisine-brooklyn
Chick P,490 Bergen St,Brooklyn,Falafel,4.5,http://www.yelp.com/biz/chick-p-brooklyn
Russo's Mozzarella and Pasta,363 7th Ave,Brooklyn,Italian,4.5,http://www.yelp.com/biz/russos-mozzarella-and-pasta-brooklyn
Bonnie's Grill,278 5th Ave,Brooklyn,American (Traditional),4.0,http://www.yelp.com/biz/bonnies-grill-brooklyn
Banhmigos,178 Lincoln Pl,Brooklyn,Bubble Tea,4.0,http://www.yelp.com/biz/banhmigos-brooklyn
Golden Fried Dumpling,192 Duffield St,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/golden-fried-dumpling-brooklyn
El Rey II Restaurant,1064 Liberty Ave,Brooklyn,Spanish,3.5,http://www.yelp.com/biz/el-rey-ii-restaurant-brooklyn
Caterina Pizza,3035 Fulton Street,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/caterina-pizza-brooklyn
Roti On the Run,3140 Fulton St,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/roti-on-the-run-brooklyn-2
Angela's Pizzeria,3435 Fulton St,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/angelas-pizzeria-brooklyn
Edison Place,7128 Cooper Ave,Glendale,American (New),3.5,http://www.yelp.com/biz/edison-place-glendale
Grace Pizzeria,70-05 Myrtle Ave,Glendale,Pizza,4.0,http://www.yelp.com/biz/grace-pizzeria-glendale
El Pollo Inka Peru,78-06 101st Ave,New York,Latin American,3.5,http://www.yelp.com/biz/el-pollo-inka-peru-new-york
Glendale Diner,7108 Myrtle Ave,Glendale,Diners,3.5,http://www.yelp.com/biz/glendale-diner-glendale
New Pop's Restaurant,8522 Jamaica Ave,Woodhaven,Diners,3.0,http://www.yelp.com/biz/new-pops-restaurant-woodhaven
Caridad Restaurant,9019 Jamaica Ave,Woodhaven,Spanish,4.0,http://www.yelp.com/biz/caridad-restaurant-woodhaven
Mike's Pizzeria,3337 Fulton St,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/mikes-pizzeria-brooklyn
Leone's Pizzeria,8402 Cooper Avenue,Glendale,Pizza,3.5,http://www.yelp.com/biz/leones-pizzeria-glendale
Wo Hop Chinese Restaurant,3150 Fulton Street,Brooklyn,Chinese,2.5,http://www.yelp.com/biz/wo-hop-chinese-restaurant-brooklyn
Grant Caffe,1170 Liberty Ave,Brooklyn,Breakfast & Brunch,3.5,http://www.yelp.com/biz/grant-caffe-brooklyn
Don Pollo,8302 95th Ave,Ozone Park,Peruvian,3.5,http://www.yelp.com/biz/don-pollo-ozone-park
Sakura IV,64-19 Myrtle Ave,Glendale,Sushi Bars,3.0,http://www.yelp.com/biz/sakura-iv-glendale
Napoli's Pizza,594 Crescent St,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/napolis-pizza-brooklyn
The Avenue Restaurant,71-22 Myrtle Ave,Glendale,American (New),3.5,http://www.yelp.com/biz/the-avenue-restaurant-glendale
Gyro Village,6657 Fresh Pond Rd,Ridgewood,Burgers,4.0,http://www.yelp.com/biz/gyro-village-ridgewood
Avenue Diner,91-06 Jamaica Ave,New York,Diners,3.0,http://www.yelp.com/biz/avenue-diner-new-york
El Rey II Restaurant,1064 Liberty Ave,Brooklyn,Spanish,3.5,http://www.yelp.com/biz/el-rey-ii-restaurant-brooklyn
Kawaii Sushi,82-19 153rd Ave,Howard Beach,Sushi Bars,4.0,http://www.yelp.com/biz/kawaii-sushi-howard-beach
Caterina Pizza,3035 Fulton Street,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/caterina-pizza-brooklyn
Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/armandos-pizza-brooklyn
Roti On the Run,3140 Fulton St,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/roti-on-the-run-brooklyn-2
Mannas Restaurant,478 Rockaway Ave,Brooklyn,American (New),3.5,http://www.yelp.com/biz/mannas-restaurant-brooklyn
El Pollo Inka Peru,78-06 101st Ave,New York,Latin American,3.5,http://www.yelp.com/biz/el-pollo-inka-peru-new-york
Angela's Pizzeria,3435 Fulton St,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/angelas-pizzeria-brooklyn
Olive Garden Italian Restaurant,505 Gateway Dr,Brooklyn,Italian,2.5,http://www.yelp.com/biz/olive-garden-italian-restaurant-brooklyn-3
New Park Pizzeria,15671 Crossbay Blvd,Howard Beach,Pizza,4.0,http://www.yelp.com/biz/new-park-pizzeria-howard-beach
Edison Place,7128 Cooper Ave,Glendale,American (New),3.5,http://www.yelp.com/biz/edison-place-glendale
Win Hou Chinese Restaurant,8221 153rd Avenue,Howard Beach,Chinese,3.5,http://www.yelp.com/biz/win-hou-chinese-restaurant-howard-beach
Grace Pizzeria,70-05 Myrtle Ave,Glendale,Pizza,4.0,http://www.yelp.com/biz/grace-pizzeria-glendale
Caridad Restaurant,9019 Jamaica Ave,Woodhaven,Spanish,4.0,http://www.yelp.com/biz/caridad-restaurant-woodhaven
Napoli's Pizza,594 Crescent St,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/napolis-pizza-brooklyn
Grant Caffe,1170 Liberty Ave,Brooklyn,Breakfast & Brunch,3.5,http://www.yelp.com/biz/grant-caffe-brooklyn
Glendale Diner,7108 Myrtle Ave,Glendale,Diners,3.5,http://www.yelp.com/biz/glendale-diner-glendale
Sakura IV,64-19 Myrtle Ave,Glendale,Sushi Bars,3.0,http://www.yelp.com/biz/sakura-iv-glendale
Wo Hop Chinese Restaurant,3150 Fulton Street,Brooklyn,Chinese,2.5,http://www.yelp.com/biz/wo-hop-chinese-restaurant-brooklyn
New Pop's Restaurant,8522 Jamaica Ave,Woodhaven,Diners,3.0,http://www.yelp.com/biz/new-pops-restaurant-woodhaven
Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/armandos-pizza-brooklyn
Olive Garden Italian Restaurant,505 Gateway Dr,Brooklyn,Italian,2.5,http://www.yelp.com/biz/olive-garden-italian-restaurant-brooklyn-3
Boulder Creek Steakhouse,355 Gateway Dr,Brooklyn,Steakhouses,2.0,http://www.yelp.com/biz/boulder-creek-steakhouse-brooklyn-2
Original Pizza,9514 AVENUE L,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/original-pizza-brooklyn-4
Bamboo Garden,9501 Avenue L,Brooklyn,Caribbean,3.0,http://www.yelp.com/biz/bamboo-garden-brooklyn
White Castle,900 Pennsylvania Ave,Brooklyn,Fast Food,4.0,http://www.yelp.com/biz/white-castle-brooklyn-11
Armondo's Pizza,1413 Rockaway Pkwy,Brooklyn,Italian,4.0,http://www.yelp.com/biz/armondos-pizza-brooklyn
Subway,1868 Linden Blvd,Brooklyn,Mexican,4.0,http://www.yelp.com/biz/subway-brooklyn-57
Leo's Truck,940 Pennsylvania Avenue,Brooklyn,Local Flavor,4.0,http://www.yelp.com/biz/leos-truck-brooklyn
International Coffee Shop,556 Wortman Ave,Brooklyn,Coffee & Tea,4.0,http://www.yelp.com/biz/international-coffee-shop-brooklyn
Red Lobster,455 Gateway Drive,Brooklyn,Seafood,2.5,http://www.yelp.com/biz/red-lobster-brooklyn
Yummy Taco,9625 Avenue L,Brooklyn,Mexican,3.5,http://www.yelp.com/biz/yummy-taco-brooklyn-6
J & Z Delicious Deli Rest,10013 Foster Ave,Brooklyn,American (Traditional),2.0,http://www.yelp.com/biz/j-and-z-delicious-deli-rest-brooklyn
Mc Donald's,1467 Rockaway Pkwy,Brooklyn,Fast Food,1.5,http://www.yelp.com/biz/mc-donalds-brooklyn-9
IHOP,11000 Flatlands Ave,Brooklyn,Breakfast & Brunch,4.0,http://www.yelp.com/biz/ihop-brooklyn-6
Original Pizza,9514 AVENUE L,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/original-pizza-brooklyn-4
Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/armandos-pizza-brooklyn
Jake's Wayback Burgers,870 Remsen Ave,New York,Burgers,3.5,http://www.yelp.com/biz/jakes-wayback-burgers-new-york
Bamboo Garden,9501 Avenue L,Brooklyn,Caribbean,3.0,http://www.yelp.com/biz/bamboo-garden-brooklyn
Vivid Cafe,4617 Ave D,Brooklyn,Caribbean,3.5,http://www.yelp.com/biz/vivid-cafe-brooklyn
Mannas Restaurant,478 Rockaway Ave,Brooklyn,American (New),3.5,http://www.yelp.com/biz/mannas-restaurant-brooklyn
Island Burger,915 Utica Ave,Brooklyn,Burgers,3.5,http://www.yelp.com/biz/island-burger-brooklyn-2
Gourmet Grill,6334 Ave N,Brooklyn,American (New),4.0,http://www.yelp.com/biz/gourmet-grill-brooklyn
De Island,8203 Flatlands Ave,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/de-island-brooklyn
Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,Delis,4.0,http://www.yelp.com/biz/mill-basin-kosher-delicatessen-brooklyn
Olive Garden Italian Restaurant,505 Gateway Dr,Brooklyn,Italian,2.5,http://www.yelp.com/biz/olive-garden-italian-restaurant-brooklyn-3
Armondo's Pizza,1413 Rockaway Pkwy,Brooklyn,Italian,4.0,http://www.yelp.com/biz/armondos-pizza-brooklyn
Landi's Pork Store,5909 Ave N,Brooklyn,Meat Shops,5.0,http://www.yelp.com/biz/landis-pork-store-brooklyn
Sushiyama,6612 Ave U,Brooklyn,Japanese,4.5,http://www.yelp.com/biz/sushiyama-brooklyn-3
Boulder Creek Steakhouse,355 Gateway Dr,Brooklyn,Steakhouses,2.0,http://www.yelp.com/biz/boulder-creek-steakhouse-brooklyn-2
China Tokyo Restaurant,5908 Ave N,Brooklyn,Sushi Bars,3.5,http://www.yelp.com/biz/china-tokyo-restaurant-brooklyn
International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/international-paradise-restaurant-brooklyn
La Villa Pizzeria & Restaurant,6610 Ave U,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/la-villa-pizzeria-and-restaurant-brooklyn
China Restaurant,937 Utica Ave,Brooklyn,Chinese,4.5,http://www.yelp.com/biz/china-restaurant-brooklyn
E Sushi,2118 Flatbush Ave,Brooklyn,Sushi Bars,4.0,http://www.yelp.com/biz/e-sushi-brooklyn
Ashoka Indian Grill,1436 Flatbush Ave,Brooklyn,Indian,4.5,http://www.yelp.com/biz/ashoka-indian-grill-brooklyn
International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/international-paradise-restaurant-brooklyn
Vivid Cafe,4617 Ave D,Brooklyn,Caribbean,3.5,http://www.yelp.com/biz/vivid-cafe-brooklyn
E Sushi,2118 Flatbush Ave,Brooklyn,Sushi Bars,4.0,http://www.yelp.com/biz/e-sushi-brooklyn
Mimi's Hummus,1209 Cortelyou Rd,Brooklyn,Mediterranean,4.5,http://www.yelp.com/biz/mimis-hummus-brooklyn
Strictly Vegetarian Restaurant,2268 Church Ave,Brooklyn,Vegetarian,4.5,http://www.yelp.com/biz/strictly-vegetarian-restaurant-brooklyn
Di Fara Pizza,1424 Ave J,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/di-fara-pizza-brooklyn
Exquisite Delight,2847 Church Ave,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/exquisite-delight-brooklyn
Zaiqa Halal Food,Campus Rd & Hillel Pl,Brooklyn,Halal,4.5,http://www.yelp.com/biz/zaiqa-halal-food-brooklyn
Joeper's Smokeshack,2085 Flatbush Ave,Brooklyn,Barbeque,4.0,http://www.yelp.com/biz/joepers-smokeshack-brooklyn
Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,Delis,4.0,http://www.yelp.com/biz/mill-basin-kosher-delicatessen-brooklyn
Salud,1308 Ave H,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/salud-brooklyn
El Ranchito Poblano,1228 Flatbush Ave,Brooklyn,Mexican,3.5,http://www.yelp.com/biz/el-ranchito-poblano-brooklyn
Chikurin,1777 Ocean Ave,Brooklyn,Japanese,3.5,http://www.yelp.com/biz/chikurin-brooklyn
Luigi Pizzeria,19 Hillel Pl,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/luigi-pizzeria-brooklyn-2
Zen Vegetarian House,773 Flatbush Ave,Brooklyn,Vegetarian,4.0,http://www.yelp.com/biz/zen-vegetarian-house-brooklyn
Bake & Things,184 E 35th St,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/bake-and-things-brooklyn
Gourmet Grill,6334 Ave N,Brooklyn,American (New),4.0,http://www.yelp.com/biz/gourmet-grill-brooklyn
Landi's Pork Store,5909 Ave N,Brooklyn,Meat Shops,5.0,http://www.yelp.com/biz/landis-pork-store-brooklyn
Jake's Wayback Burgers,870 Remsen Ave,New York,Burgers,3.5,http://www.yelp.com/biz/jakes-wayback-burgers-new-york
Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,Delis,4.0,http://www.yelp.com/biz/mill-basin-kosher-delicatessen-brooklyn
Gourmet Grill,6334 Ave N,Brooklyn,American (New),4.0,http://www.yelp.com/biz/gourmet-grill-brooklyn
Landi's Pork Store,5909 Ave N,Brooklyn,Meat Shops,5.0,http://www.yelp.com/biz/landis-pork-store-brooklyn
Sushiyama,6612 Ave U,Brooklyn,Japanese,4.5,http://www.yelp.com/biz/sushiyama-brooklyn-3
China Tokyo Restaurant,5908 Ave N,Brooklyn,Sushi Bars,3.5,http://www.yelp.com/biz/china-tokyo-restaurant-brooklyn
La Villa Pizzeria & Restaurant,6610 Ave U,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/la-villa-pizzeria-and-restaurant-brooklyn
Sweet House Frozen Yogurt and Sushi,6305 Ave N,Brooklyn,Asian Fusion,4.0,http://www.yelp.com/biz/sweet-house-frozen-yogurt-and-sushi-brooklyn
China Kettle Chinese Restaurant,6606 Avenue U,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/china-kettle-chinese-restaurant-brooklyn
Original Pizza,2351 Ralph Avenue,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/original-pizza-brooklyn-2
Yoshi,5827 Ave T,Brooklyn,Japanese,3.5,http://www.yelp.com/biz/yoshi-brooklyn
Vikkis Restaurant,5924 Ave N,Brooklyn,Breakfast & Brunch,3.0,http://www.yelp.com/biz/vikkis-restaurant-brooklyn
Pizza D'Amore,2147 Mill Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/pizza-d-amore-brooklyn-3
Fontanas Pasta &heros,2359 Ralph Ave,New York,Italian,4.0,http://www.yelp.com/biz/fontanas-pasta-and-heros-new-york-2
Sosaku Japanese Restaurant,6328 Avenue N,Brooklyn,Japanese,3.5,http://www.yelp.com/biz/sosaku-japanese-restaurant-brooklyn
Roll-N-Roaster,2901 Emmons Ave,Brooklyn,American (Traditional),4.0,http://www.yelp.com/biz/roll-n-roaster-brooklyn
Opera Cafe & Lounge NYC,2255 Emmons Ave,Brooklyn,Turkish,4.0,http://www.yelp.com/biz/opera-cafe-and-lounge-nyc-brooklyn
Randazzo's Clam Bar,2017 Emmons Ave,Brooklyn,Seafood,3.5,http://www.yelp.com/biz/randazzos-clam-bar-brooklyn
Tenda Asian Fusion,1734 Sheepshead Bay Rd,Brooklyn,Asian Fusion,4.0,http://www.yelp.com/biz/tenda-asian-fusion-brooklyn
Chayhana Salom,1652 Sheepshead Bay Rd,Brooklyn,Uzbek,4.5,http://www.yelp.com/biz/chayhana-salom-brooklyn
Jimmy's Famous Heros,1786 Sheepshead Bay Rd,Brooklyn,Delis,4.5,http://www.yelp.com/biz/jimmys-famous-heros-brooklyn-2
Café Glechik,3159 Coney Island Ave,Brooklyn,Ukrainian,4.0,http://www.yelp.com/biz/caf%C3%A9-glechik-brooklyn-3
Cafe Rokhat,1788 Sheepshead Bay Rd,Brooklyn,Russian,4.5,http://www.yelp.com/biz/cafe-rokhat-brooklyn
Beyti Turkish Kebab,414 Brighton Beach Ave,Brooklyn,Mediterranean,3.5,http://www.yelp.com/biz/beyti-turkish-kebab-brooklyn
Fuel,1715 Sheepshead Bay Road,Brooklyn,Restaurants,3.5,http://www.yelp.com/biz/fuel-brooklyn
TONÉ-CAFÉ Georgian Bread,265 Neptune Ave,Brooklyn,Bakeries,4.0,http://www.yelp.com/biz/ton%C3%A9-caf%C3%A9-georgian-bread-brooklyn
Bassett Caterers,1404 Ave X,Brooklyn,Caterers,4.5,http://www.yelp.com/biz/bassett-caterers-brooklyn
ChopStix Chinese Restaurant & Sushi Bar,3790 Nostrand Ave,Brooklyn,Sushi Bars,3.5,http://www.yelp.com/biz/chopstix-chinese-restaurant-and-sushi-bar-brooklyn
Oceanview Cafe,290 Brighton Beach Ave,Brooklyn,Russian,4.0,http://www.yelp.com/biz/oceanview-cafe-brooklyn
Delmar Pizzeria,1668 Sheepshead Bay Rd,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/delmar-pizzeria-brooklyn
Nargis Cafe,2818 Coney Island Ave,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/nargis-cafe-brooklyn
Tatiana Grill,3152 Brighton 6th St,Brooklyn,Russian,3.0,http://www.yelp.com/biz/tatiana-grill-brooklyn
Pak Nashamen,3149 Coney Island Ave,Brooklyn,Indian,4.0,http://www.yelp.com/biz/pak-nashamen-brooklyn
Aziza 7,2113 Ave Z,Brooklyn,Russian,3.5,http://www.yelp.com/biz/aziza-7-brooklyn
Hayashi,2901 Ocean Ave,Brooklyn,Japanese,4.0,http://www.yelp.com/biz/hayashi-brooklyn
L&B Spumoni Gardens,2725 86th St,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/l-and-b-spumoni-gardens-brooklyn
Chikurin,2274 86th St,Brooklyn,Japanese,4.0,http://www.yelp.com/biz/chikurin-brooklyn-2
Totonno's,1524 Neptune Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/totonnos-brooklyn
The Original John's Deli,2033 Stillwell Ave,Brooklyn,Delis,4.0,http://www.yelp.com/biz/the-original-johns-deli-brooklyn
Joe's of Avenue U Italian Cuisine,287 Avenue U,Brooklyn,Italian,4.0,http://www.yelp.com/biz/joes-of-avenue-u-italian-cuisine-brooklyn
Nathan's Famous,1310 Surf Ave,Brooklyn,American (Traditional),3.5,http://www.yelp.com/biz/nathans-famous-brooklyn
Tian Tian Cafe,2170 86th St,New York,Japanese,4.0,http://www.yelp.com/biz/tian-tian-cafe-new-york-2
TONÉ-CAFÉ Georgian Bread,265 Neptune Ave,Brooklyn,Bakeries,4.0,http://www.yelp.com/biz/ton%C3%A9-caf%C3%A9-georgian-bread-brooklyn
Oceanview Cafe,290 Brighton Beach Ave,Brooklyn,Russian,4.0,http://www.yelp.com/biz/oceanview-cafe-brooklyn
Beyti Turkish Kebab,414 Brighton Beach Ave,Brooklyn,Mediterranean,3.5,http://www.yelp.com/biz/beyti-turkish-kebab-brooklyn
Panino Rustico,8222 17th Ave,Brooklyn,Italian,4.5,http://www.yelp.com/biz/panino-rustico-brooklyn
Kowloon Cafe,2365 86th St,Brooklyn,Chinese,3.0,http://www.yelp.com/biz/kowloon-cafe-brooklyn
Nargis Cafe,2818 Coney Island Ave,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/nargis-cafe-brooklyn
Plaza Mexico Doña Zita,Bowery St & Henderson Walk,Brooklyn,Mexican,4.0,http://www.yelp.com/biz/plaza-mexico-do%C3%B1a-zita-brooklyn-2
86 Fu Kee,2211 86th St,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/86-fu-kee-brooklyn
Café Glechik,3159 Coney Island Ave,Brooklyn,Ukrainian,4.0,http://www.yelp.com/biz/caf%C3%A9-glechik-brooklyn-3
86 Wong Chinese Restaurant,2210 86th St,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/86-wong-chinese-restaurant-brooklyn
Istanbul Turkish Cafe & Restaurant,2202 86th St,Brooklyn,Turkish,3.5,http://www.yelp.com/biz/istanbul-turkish-cafe-and-restaurant-brooklyn
Coney Island Taste,2580 Coney Island Ave,Brooklyn,Latin American,4.5,http://www.yelp.com/biz/coney-island-taste-brooklyn
HK Tea and Sushi,2033 86th St,Brooklyn,Sushi Bars,3.0,http://www.yelp.com/biz/hk-tea-and-sushi-brooklyn
Panino Rustico,8222 17th Ave,Brooklyn,Italian,4.5,http://www.yelp.com/biz/panino-rustico-brooklyn
Chikurin,2274 86th St,Brooklyn,Japanese,4.0,http://www.yelp.com/biz/chikurin-brooklyn-2
Tian Tian Cafe,2170 86th St,New York,Japanese,4.0,http://www.yelp.com/biz/tian-tian-cafe-new-york-2
Samurai Fusion Sushi,1709 86 St,Brooklyn,Japanese,4.0,http://www.yelp.com/biz/samurai-fusion-sushi-brooklyn
L&B Spumoni Gardens,2725 86th St,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/l-and-b-spumoni-gardens-brooklyn
Lioni's Italian Heroes,7803 15th Ave,Brooklyn,Cheese Shops,4.5,http://www.yelp.com/biz/lionis-italian-heroes-brooklyn
HK Tea and Sushi,2033 86th St,Brooklyn,Sushi Bars,3.0,http://www.yelp.com/biz/hk-tea-and-sushi-brooklyn
The Original John's Deli,2033 Stillwell Ave,Brooklyn,Delis,4.0,http://www.yelp.com/biz/the-original-johns-deli-brooklyn
86 Fu Kee,2211 86th St,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/86-fu-kee-brooklyn
Istanbul Turkish Cafe & Restaurant,2202 86th St,Brooklyn,Turkish,3.5,http://www.yelp.com/biz/istanbul-turkish-cafe-and-restaurant-brooklyn
86 Wong Chinese Restaurant,2210 86th St,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/86-wong-chinese-restaurant-brooklyn
Kowloon Cafe,2365 86th St,Brooklyn,Chinese,3.0,http://www.yelp.com/biz/kowloon-cafe-brooklyn
Hand Pull Noodle and Dumpling House,7201 18th Ave,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/hand-pull-noodle-and-dumpling-house-brooklyn
Papa Pasquale Ravoli Pasta Co.,7817 15th Ave,Brooklyn,Italian,5.0,http://www.yelp.com/biz/papa-pasquale-ravoli-pasta-co-brooklyn
Ichi Sushi,2040 86th St,Brooklyn,Japanese,4.0,http://www.yelp.com/biz/ichi-sushi-brooklyn-2
Him and Her Cafe,7901 17th Ave,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/him-and-her-cafe-brooklyn
Baby Olive,1402 86th St,New York,Ice Cream & Frozen Yogurt,4.0,http://www.yelp.com/biz/baby-olive-new-york
Joe's of Avenue U Italian Cuisine,287 Avenue U,Brooklyn,Italian,4.0,http://www.yelp.com/biz/joes-of-avenue-u-italian-cuisine-brooklyn
Peggy's Burger House,7202 New Utrecht Ave,Brooklyn,Burgers,4.0,http://www.yelp.com/biz/peggys-burger-house-brooklyn
Pizza D'amore,8949A Bay Pkwy,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/pizza-d-amore-brooklyn
Ba Xuyen,4222 8th Ave,Brooklyn,Vietnamese,4.5,http://www.yelp.com/biz/ba-xuyen-brooklyn-2
Panino Rustico,8222 17th Ave,Brooklyn,Italian,4.5,http://www.yelp.com/biz/panino-rustico-brooklyn
The Burger Bistro,7217 3rd Ave,Brooklyn,Burgers,4.0,http://www.yelp.com/biz/the-burger-bistro-brooklyn
Top Thai,8510 4th Ave,Brooklyn,Thai,4.0,http://www.yelp.com/biz/top-thai-brooklyn
Mimi's Hummus,1209 Cortelyou Rd,Brooklyn,Mediterranean,4.5,http://www.yelp.com/biz/mimis-hummus-brooklyn
Take Away & Cafe,7006 3rd Ave,Brooklyn,American (Traditional),4.5,http://www.yelp.com/biz/take-away-and-cafe-brooklyn
Rocco's Calamari,6408 Fort Hamilton Pkwy,Brooklyn,Italian,4.0,http://www.yelp.com/biz/roccos-calamari-brooklyn
Lucky Eight,5204 8th Ave,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/lucky-eight-brooklyn-2
Lioni's Italian Heroes,7803 15th Ave,Brooklyn,Cheese Shops,4.5,http://www.yelp.com/biz/lionis-italian-heroes-brooklyn
Chikurin,2274 86th St,Brooklyn,Japanese,4.0,http://www.yelp.com/biz/chikurin-brooklyn-2
The Family Store,6905 3rd Ave,Brooklyn,Specialty Food,5.0,http://www.yelp.com/biz/the-family-store-brooklyn-3
Kofte Piyaz,881 5th Ave,Brooklyn,Ethnic Food,4.5,http://www.yelp.com/biz/kofte-piyaz-brooklyn
Kai Feng Fu,4801 8th Ave,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/kai-feng-fu-brooklyn
Yemen Cafe,7130 5th Ave,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/yemen-cafe-brooklyn-2
Sunset Deli,4301 4th Ave,Brooklyn,Delis,4.5,http://www.yelp.com/biz/sunset-deli-brooklyn
Spartan Souvlaki,6824 8th Ave,Brooklyn,Greek,4.0,http://www.yelp.com/biz/spartan-souvlaki-brooklyn
Samurai Fusion Sushi,1709 86 St,Brooklyn,Japanese,4.0,http://www.yelp.com/biz/samurai-fusion-sushi-brooklyn
Govinda's Vegetarian,305 Schermerhorn St,Brooklyn,Vegetarian,4.5,http://www.yelp.com/biz/govindas-vegetarian-brooklyn
Thanh Da,6008 7th Ave,Brooklyn,Vietnamese,4.0,http://www.yelp.com/biz/thanh-da-brooklyn
Metro Cafe,4924 8th Ave,Brooklyn,Asian Fusion,4.0,http://www.yelp.com/biz/metro-cafe-brooklyn
Panino Rustico,8222 17th Ave,Brooklyn,Italian,4.5,http://www.yelp.com/biz/panino-rustico-brooklyn
Top Thai,8510 4th Ave,Brooklyn,Thai,4.0,http://www.yelp.com/biz/top-thai-brooklyn
The Burger Bistro,7217 3rd Ave,Brooklyn,Burgers,4.0,http://www.yelp.com/biz/the-burger-bistro-brooklyn
Lioni's Italian Heroes,7803 15th Ave,Brooklyn,Cheese Shops,4.5,http://www.yelp.com/biz/lionis-italian-heroes-brooklyn
Rocco's Calamari,6408 Fort Hamilton Pkwy,Brooklyn,Italian,4.0,http://www.yelp.com/biz/roccos-calamari-brooklyn
Take Away & Cafe,7006 3rd Ave,Brooklyn,American (Traditional),4.5,http://www.yelp.com/biz/take-away-and-cafe-brooklyn
Spartan Souvlaki,6824 8th Ave,Brooklyn,Greek,4.0,http://www.yelp.com/biz/spartan-souvlaki-brooklyn
Samurai Fusion Sushi,1709 86 St,Brooklyn,Japanese,4.0,http://www.yelp.com/biz/samurai-fusion-sushi-brooklyn
Yemen Cafe,7130 5th Ave,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/yemen-cafe-brooklyn-2
Papa Pasquale Ravoli Pasta Co.,7817 15th Ave,Brooklyn,Italian,5.0,http://www.yelp.com/biz/papa-pasquale-ravoli-pasta-co-brooklyn
The Family Store,6905 3rd Ave,Brooklyn,Specialty Food,5.0,http://www.yelp.com/biz/the-family-store-brooklyn-3
Peggy's Burger House,7202 New Utrecht Ave,Brooklyn,Burgers,4.0,http://www.yelp.com/biz/peggys-burger-house-brooklyn
Kathy's Dumplings,7924 3rd Ave,Brooklyn,American (New),4.0,http://www.yelp.com/biz/kathys-dumplings-brooklyn
Krispy Pizza,7112 13th Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/krispy-pizza-brooklyn
