airport	2007	175702	32788
airport	2008	173294	31271
request	2005	646179	81592
request	2006	677820	86967
request	2007	697645	92342
request	2008	795265	125775
wandered	2005	83769	32682
wandered	2006	87688	34647
wandered	2007	108634	40101
wandered	2008	171015	64395
